Status,Title,IPC,Application Number,Application Date,Applicant,Holder,Citations,Abstract
등록,머신러닝 모델 최적화를 위한 유전 알고리즘 기반 대표 데이터 선정 방법(Genetic algorithm-based representative data selection method for machine learning model optimization),"G06N 3/126, G06N 20/00, H04L 41/147, H04L 41/16",N/A,N/A,1020210146311 (2021.10.29),N/A,N/A,"머신러닝 모델 최적화를 위한 유전 알고리즘 기반 대표 데이터 선정 방법이 제공된다. 본 발명의 실시예에 따른 상태 예측 방법은, 상위 시스템을 구성하는 다수의 시스템들에서 각각 생성되는 상태 데이터들을 수집하고, 유전 알고리즘을 이용하여 수집된 상태 데이터들 중 일부를 선정하며, 머신러닝 모델을 이용하여 선정된 상태 데이터들로부터 상위 시스템의 미래 상태 데이터를 예측한다. 이에 의해, 유전 알고리즘을 이용하여 네트워크 트래픽을 예측하는 머신러닝 모델의 입력 데이터를 최적의 대표 데이터들로 선정함으로써, 머신러닝 모델의 차원 감소에도 불구하고 예측 성능은 유지될 수 있도록 한다"
포기,머신러닝 기술을 활용한 요양기관 통합 운영 관리시스템(Integrated Management System for Nursing Institutions Using Machine Learning Technology),"G16H 40/20, G06Q 10/10, G06Q 10/06",N/A,N/A,1020200014025 (2020.02.06),N/A,N/A,"본 발명은 머신러닝 기술을 활용하여 요양기관의 회계 전문성과 정확성을 높여 사용자 편의 중심의 요양기관을 운영할 수 있도록 도와 주는 머신러닝 기술을 활용한 요양기관 통합 운영 관리시스템에 관한 것으로, 본 발명은 통합관리서버(106)와 회계서버(134) 사이에 연결되되, 요양기관단말기(102)를 통해 제공되는 차대변 정보 및 영수증과 같은 증빙서류의 재무회계정보를 자동으로 회계서버(134)에 구축해 줌과 아울러 요양기관단말기(102)의 재무회계정보 요구시, 요양기관단말기(102)로부터 입력되는 핵심어 또는 색인어를 자체적으로 판단하여 핵심어 또는 색인어에 맞는 임금, 각종 법정 수당, 퇴직금을 산출하고 산출된 재무회계정보를 요양기관단말기(102)로 보내는 머신러닝부(132)를 포함한다."
등록,3차원 공간정보 머신러닝 시스템(MACHINE LEARNING SYSTEM FOR 3D SPATIAL INFORMATION),"G06Q 50/10, G06N 20/00, A63B 24/00, A63B 71/06, A63B 69/18, A63B 69/16",N/A,N/A,1020200009525 (2020.01.23),N/A,N/A,"종적 기반 스포츠의 3차원 공간정보를 제공하는 머신러닝 시스템으로서, 사용자 장치로부터 위치 정보를 포함하는 사용자 종적 데이터를 수집하는 사용자 종적 데이터 수집부, 3차원 공간정보 제공 서버로부터 3차원 공간정보 데이터를 수집하는 3차원 공간정보 데이터 수집부, 그리고 상기 사용자 종적 데이터 및 상기 3차원 공간정보 데이터를 분석하여 3차원 공간 기반 추천 정보를 제공하는 데이터 분석부를 포함하는 3차원 공간정보 머신러닝 시스템이 제공된다."
거절,악성코드 룰셋을 이용한 머신러닝 기반 실시간 악성코드 분석 시스템(REAL-TIME MALWARE ANALYSIS SYSTEM BASED ON MACHINE LEARNING USING MALWARE RULE-SET),"G06F 21/56, G06N 20/00",N/A,N/A,1020190171321 (2019.12.20),N/A,N/A,"본 발명은 악성코드 룰셋을 이용한 머신러닝 기반 실시간 악성코드 분석 시스템에 관한 것으로서, 보다 구체적으로는 실시간 악성코드 분석 시스템으로서, 스트링 시그니처 및 코드 시그니처를 사용하여 작성된 악성코드 룰셋을 이용해 머신러닝 학습을 하여 악성코드 판별기를 생성하는 학습부; 및 상기 학습부에서 생성된 악성코드 판별기를 포함하며, 상기 악성코드 판별기를 이용해 분석 대상 코드의 악성 여부를 판별하는 판별부를 포함하며, 상기 학습부는, 머신러닝 학습을 위한 학습 데이터를 저장하는 데이터베이스 모듈; 상기 데이터베이스 모듈에 저장된 학습 데이터를 이용해 머신러닝 학습을 하여 악성코드 판별기를 생성하는 학습 모듈; 스트링 시그니처 및 코드 시그니처를 사용하여 작성된 악성코드 룰셋을 생성하는 룰셋 생성 모듈; 상기 룰셋 생성 모듈에서 생성된 악성코드 룰셋을 분석하여 동적 특징을 생성하고, 생성된 동적 특징을 상기 학습 모듈에 입력값으로 입력하는 특징 변경 모듈(feature modifier); 및 상기 룰셋 생성 모듈에서 생성된 악성코드 룰셋을 전달받아 상기 학습 데이터의 악성코드 여부를 탐지하고, 탐지 결과를 출력값으로 상기 학습 모듈에 입력하는 탐지 모듈을 포함하는 것을 그 구성상의 특징으로 한다. 본 발명에서 제안하고 있는 악성코드 룰셋을 이용한 머신러닝 기반 실시간 악성코드 분석 시스템에 따르면, 머신러닝 학습을 통해 악성코드 판별기를 생성하되, 악성코드 룰셋을 분석해 생성한 동적 특징을 악성코드 판별기의 학습에 반영하는 특징 변경 모듈을 포함함으로써, 학습을 위한 특징을 동적으로 변경할 수 있고, 사람에 의해 수동으로 분석되는 결과를 악성코드 룰셋을 통해 머신러닝에 반영해 머신러닝과 사람에 의한 분석을 유기적으로 결합하여 악성코드 판별기의 성능을 향상시킬 수 있으며, 신규 악성코드에 대한 대응을 더욱 신속하게 할 수 있다."
등록,머신러닝 기반의 챗봇 시스템을 활용한 컨시어지 매니지먼트 플랫폼(CONCIERGE MANAGEMENT PLATFORM USING MACHINE LEARNING BASED CHATBOT SYSTEM),"G06Q 50/12, G06F 16/332, G06Q 50/50, G06N 20/00, H04L 51/00",N/A,N/A,1020190061525 (2019.05.24),N/A,1,"본 발명은 머신러닝 기반의 챗봇 시스템을 활용한 컨시어지 매니지니먼트 플랫폼에 관한 것으로서, 보다 구체적으로는 컨시어지 매니지먼트 플랫폼으로서, 호스트가 제공하는 숙박 공간을 이용하는 게스트의 상기 숙박 공간의 입실, 이용, 퇴실 및 퇴실 후 처리 과정과 관련된 컨시어지 서비스를 대화형 챗봇을 이용하여 호스트 단말기 및 게스트 단말기에 제공하는 컨시어지 서버를 포함하며, 상기 컨시어지 서버는, 상기 호스트 단말기 또는 게스트 단말기로부터 수신한 제1 채팅 메시지를 처리하여 요청 사항을 추출하고, 상기 추출된 요청 사항의 처리 결과를 상기 호스트 단말기 또는 게스트 단말기에 제2 채팅 메시지로 송신하는 머신러닝 기반의 대화형 챗봇 모듈; 상기 추출된 요청 사항에 따라, 상기 숙박 공간에 설치된 IoT 기기를 원격제어하는 숙박 공간 관리 모듈; 및 상기 추출된 요청 사항에 따라, 상기 요청 사항 및 상기 숙박 공간을 이용해 서비스 업체를 검색하고, 검색된 서비스 업체를 통해 요청된 서비스를 제공하는 서비스 중개 모듈을 포함하여, 상기 요청 사항에 따른 IoT 기기의 원격 제어 또는 서비스 중개를 통해 상기 호스트 및 게스트에게 컨시어지 서비스를 제공하는 것을 그 구성상의 특징으로 한다. 본 발명에서 제안하고 있는 머신러닝 기반의 챗봇 시스템을 활용한 컨시어지 매니지니먼트 플랫폼에 따르면, 입실부터 퇴실 후 관리까지의 과정을 머신러닝 기반의 챗봇 시스템을 활용해 자동화함으로써, 호스트는 게스트의 입/퇴실과 보안 관리 등을 직접 할 필요 없이 편리하게 처리하여 관리 부담을 낮추고, 여러 숙박 공간을 쉽게 관리할 수 있으며, 게스트는 호스트와 만나지 않고서도 다양한 편의 서비스를 이용할 수 있어 숙박 공간 이용의 만족도를 높일 수 있다. 또한, 본 발명에서 제안하고 있는 머신러닝 기반의 챗봇 시스템을 활용한 컨시어지 매니지니먼트 플랫폼에 따르면, 머신러닝 기반의 챗봇 시스템을 이용하기 때문에, 호스트 및 게스트의 데이터가 누적됨에 따라 컨시어지 서비스의 질이 높아질 수 있고, 호스트 또는 게스트가 편하게 입력하는 채팅 메시지로부터 실제 요청 사항을 정확하게 추출하고 이에 대응하여, 구체적인 컨시어지 서비스 종류의 제한 없이 다양하게 활용할 수 있으며, 호스트 및 게스트의 편의성 및 만족도를 높여 대체 숙박 시설의 제공 및 이용을 활성화할 수 있다."
등록,머신러닝 모델을 이용하여 대장용종을 진단하는 방법 및 장치(METHOD AND APPARATUS FOR DIAGNOSING COLON PLYP USING MACHINE LEARNING MODEL),"G16H 50/70, G16H 50/50, A61B 5/00, C12Q 1/6869, C12Q 1/6888, G16B 40/20",N/A,N/A,1020200136235 (2020.10.20),N/A,4,"머신러닝 모델을 이용하여 대장용종을 진단하는 방법은 개체로부터 수득한 시료를 장내 환경 유사 조성물과 혼합한 혼합물을 분석하는 단계, 상기 혼합물의 분석 결과에 기초하여 복수의 미생물 데이터를 추출하는 단계, 기설정된 변수 선택 알고리즘에 기초하여 상기 복수의 미생물 데이터 중 머신러닝 모델에 사용될 미생물 관련 변수를 선택하는 단계, 상기 미생물 관련 변수를 이용하여 상기 머신러닝 모델을 학습시키는 단계 및 검사 대상 객체로부터 수득한 미생물 데이터를 상기 학습된 머신러닝 모델에 입력하여 대장용종을 진단하는 단계를 포함할 수 있다. 상기 미생물 관련 변수는 오스실로스피라 (Oscillospirales), 벌크홀데리알레스 (Burkholderiales), 사카리나모나달레스 (Saccharimonadales), 락토바실레스 (Lactobacillales), 박테로이달레스 (Bacteroidales), 클로스트리디알레스 (Clostridiales), 에리시펠로트리찰레스 (Erysipelotrichales), 박테로이달레스 (Bacteroidales) 및 라크노스피랄레스 (Lachnospirales) 목(Order)에 속하는 과(Family)에서 선택되는 1종 이상의 미생물의 함량을 포함할 수 있다."
등록,머신러닝을 이용한 굴진율 예측 시추운전가이드 모델 구축방법 및 이를 이용한 굴진율 예측시스템(Method for constructing drilling driving guide model to predict drilling rate using machine learning and system for predicting drilling rate using thereof),"G06N 20/00, E21B 47/12, E21B 47/04, E21B 47/06",N/A,N/A,1020200189307 (2020.12.31),N/A,N/A,"본 발명은 굴진율굴진율(rate of penetration ; ROP)을 예측하기 위한 장치 및 방법에 관한 것으로, 본 발명에 따르면, 엔지니어의 경험과 실험을 통해 산출된 결과에 의존함으로 인해 엔지니어의 숙련도와 실험자료의 내용에 따라 결과가 달라지고, 시추비트의 형태와 지층의 종류에 따라 상이한 경험식이 사용되나 기존의 데이터베이스 자료에 요구되는 시추효율 매개변수가 존재하지 않을 경우 정확한 예측이 어려워지는 불확실성으로 인해 현장적용에 한계가 있었던 종래기술의 경험적 및 물리적 굴진율 예측모델들의 문제점을 해결하여, 실시간 모니터링을 통해 획득한 다양한 굴진율 관련 시추효율 매개변수를 이용하여 머신러닝 지도학습 모델을 통해 학습하고 굴진율을 예측하는 것에 의해 데이터 기반의 시추공 매개변수를 활용하여 기존의 경험적 및 물리적 기반의 굴진율 예측 모델에 비하여 보다 간단한 구성으로 정확하게 굴진율을 예측할 수 있는 동시에, 시추공의 심도가 증가함에 따라 시추운전가이드 모델에 대한 재학습을 수행하는 것에 의해 예측성능 및 정확도를 더욱 향상시킬 수 있도록 구성되는 머신러닝을 이용한 굴진율 예측 시추운전가이드 모델 구축방법 및 이를 이용한 굴진율 예측시스템이 제공된다."
등록,머신러닝 기반 정밀 위치 정보 제공 시스템 및 그 제공 방법(System and method for precise positioning information based on machine learning),"G06N 20/00, G06N 5/02",N/A,N/A,1020210002381 (2021.01.08),N/A,N/A,"본 발명은 머신러닝 기반 정밀 위치 정보 제공 시스템 및 그 제공 방법에 관한 것으로서, 더욱 상세하게는, 정밀 위치 판단을 위한 머신러닝 기반 학습을 수행하며, 사용자로부터 위치관련 정보들을 입력받아 상기 위치관련 정보들을 분석하여 정밀 위치를 판단하고, 판단한 정밀 위치 정보를 제공하는 정보 제공부(100) 및 기설치된 어플리케이션을 이용하여 상기 정밀 위치 정보를 제공받으며, 상기 어플리케이션을 통해 원하는 위치에 대한 위치 관련 정보를 입력하고, 해당하는 상기 위치 관련 정보에 대한 정밀 위치 정보를 제공받는 사용자 단말부(200)를 포함하는 머신러닝 기반 정밀 위치 정보 제공 시스템에 관한 것이다."
등록,머신러닝 기법을 이용한 치료제 추천 시스템 및 그 방법(SYSTEM FOR CANCER THERAPEUTIC RECOMMENDATION USING MACHINE LEARNING TECHNIQUE AND METHOD THEREOF),"G16H 20/10, G16H 50/20, G16H 50/30",N/A,N/A,1020190106544 (2019.08.29),N/A,N/A,"본 발명은 머신러닝 기법을 이용한 치료제 추천 시스템 및 그 방법에 관한 것이다. 본 발명에 따르면, 머신러닝 기법을 이용한 치료제 추천 시스템을 이용한 암 치료제 추천 방법에 있어서, 암 환자의 특성 정보와 암 치료제 처방 데이터를 이용하여 완치환자 데이터베이스 및 사망환자 데이터 베이스를 각각 구축하는 단계, 상기 완치 환자 데이터베이스에 포함된 특성 정보와 처방 데이터를 멀티 레벨 기계 학습(Multi-Level Machine Learning)에 적용하여 제1 신경망 모델을 생성하는 단계, 상기 사망 환자 데이터베이스에 포함된 특성 정보와 처방 데이터를 멀티 레벨 기계 학습에 적용하여 제2 신경망 모델을 생성하는 단계, 암 치료제를 추천 받기 위한 피검자의 특성정보를 입력 받는 단계, 상기 피검자의 특성 정보를 상기 제1 신경망 모델에 적용하여 하나 이상의 제1 암 치료제를 추출하는 단계, 상기 피검자의 특성 정보를 상기 제2 신경망 모델에 적용하여 하나 이상의 제2 암 치료제를 추출하는 단계, 그리고 상기 제1 치료제 중에 상기 제2 치료제가 중복되어 포함된 경우, 상기 제1 치료제에서 상기 제2 치료제를 제거하여 최종 추천 암 치료제를 상기 피검자에게 제공하는 단계를 포함한다."
등록,머신러닝 기반 신재생에너지 제어용 에너지저장장치 용량산정 방법(Estimation of Capacity of Energy Storage System for New Renewable Energy Control Based on Machine Learning),"H02J 3/38, H02J 3/32, G06N 20/00",N/A,N/A,1020180172456 (2018.12.28),N/A,N/A,"본 발명은 머신러닝 기반 신재생에너지 제어용 에너지저장장치 용량산정 방법에 관한 것으로, 신재생에너지 제어용 에너지저장장치의 적정용량을 도출하기 위해 머신러닝장치를 이용하여 적정용량의 시뮬레이션 값을 반복하여 적정용량을 산출하고, 계통기준을 완화하여 연계지점의 전력품질을 유지하고 예비 전력을 확보하여 출력변동성을 최소화할 수 있는 머신러닝 기반 신재생에너지 제어용 에너지저장장치 용량산정 방법에 관한 것이다."
등록,머신러닝 기반의 음식 셀프 테이크아웃을 위한 서비스 제공 방법(Method for providing service for self-takeout of food based on machine-learning),"G06Q 50/12, G06N 20/00, G06Q 30/06",N/A,N/A,1020200086353 (2020.07.13),N/A,N/A,"본 발명은 머신러닝 기반의 음식 셀프 테이크아웃을 위한 서비스 제공 방법에 관한 것으로서, 테이크아웃관리서버에서 테이크아웃 가능시간에 대한 다수의 상황을 고려한 알고리즘을 통해 머신러닝을 기반으로 테이크아웃 가능시간을 산정하도록 구성함으로써, 객관적인 데이터를 통해 비교적 정확하게 테이크아웃 가능시간을 산정하는 것이 가능함에 따라, 고객의 대기시간을 최소화시키는 것이 가능하게 되므로, 고객의 편의성을 제공할 수 있는 것이 특징이다."
등록,머신러닝 학습을 이용한 스마트미터(Smart Meter with Leak Discrimination using Machine Learning),"G01F 1/075, G01H 1/00, G06N 20/00",N/A,N/A,1020190137785 (2019.10.31),N/A,N/A,"본 발명은 머신러닝 학습을 이용한 스마트미터에 관한 것으로, 보다 상세하게는 액체가 통과하는 송수관로에서 발생하는 진동값과 해당 진동이 발생한 시간축 데이터를 학습된 데이터와 비교하여 필터링하여 해당 진동값과 시간축 데이터를 통해 누수발생 여부를 판단하는 누수판단모듈이 구비되고, 상기 누수판단모듈이 구비된 바디를 계량기에 분리 가능하게 결합하도록 한 머신러닝 학습을 이용한 스마트미터에 관한 것으로, 본 발명은, 송수관로에서 발생한 진동을 감지하는 진동감지모듈; 상기 송수관로에 설치되어 송수관로를 통해 이동하는 액체의 유량 및 압력을 측정하는 계량기에 분리 가능하게 결합하며 내부가 빈 함체 형태로 이루어진 바디; 상기 바디의 내부에 배치되되, 상기 진동감지모듈에서 감지된 진동값이 전기적 신호로 변환되어 입력되는 입력층과, 상기 입력층의 전기적 신호를 계층적으로 구성된 뉴런(neuron)노드들과 상기 뉴런노드들을 연결하는 시냅스(synapse) 가중치들을 이용하여 필터링하는 은닉층과, 상기 은닉층으로부터 필터링된 결과를 출력하는 출력층을 포함하여 상기 진동감지모듈를 통해 감지된 진동값을 미리 학습된 데이터와 비교하여 해당 진동값의 종류를 판별하는 누수판단모듈; 상기 누수판단모듈에 의해 누수로 판별된 진동값의 정보를 저장하고 동시에 중앙서버로 전송하는 정보처리모듈; 상기 정보처리모듈에 저장된 정보를 상기 누수판단모듈의 은닉층이 활용할 수 있도록 변환 및 제공하는 학습모듈; 상기 바디를 상기 계량기에 분리 가능하게 결합하기 위한 결합모듈을 포함한 것을 특징으로 한다."
등록,머신러닝기술 적용 낚시대 캐스팅 실내 연습장치 및 이에 사용되는 캐스팅 연습 플랫폼(Fishing rod casting indoor exercise device using machine learning technology and casting practice platform using the same),"G09B 19/00, G09B 9/00, A01K 87/00, G06N 20/00, G06Q 50/20, G06Q 50/10",N/A,N/A,1020190115042 (2019.09.18),N/A,N/A,"본 발명은 연습낚시대; 상기 연습낚시대에 마련되는 본체; 상기 본체에 마련되는 표시부; 상기 본체에 조작에 의해 동작을 선택하도록 마련되는 조작부; 상기 연습낚시대의 각도 및 가속도를 감지하여 캐스팅 동작에 대한 데이터를 획득하는 캐스팅동작감지부; 캐스팅 동작으로부터 비거리 산출 및 캐스팅 동작의 평가에 필요한 데이터와 평가 결과를 저장하는 메모리부; 상기 캐스팅동작감지부로부터 감지되는 캐스팅 동작에 대한 데이터로부터 상기 메모리부에 저장된 데이터를 이용하여 비거리를 산출함과 아울러, 캐스팅 동작을 평가하는 인공지능평가부; 외부의 단말기와의 통신을 수행하도록 하는 통신부; 상기 인공지능평가부에 의해 산출된 비거리와 평가된 결과를 상기 표시부를 통해 표시되도록 제어하고, 상기 통신부를 통해 상기 단말기에 제공하도록 제어하는 제어부; 동작에 필요한 전원을 제공하는 전원부; 및 상기 캐스팅동작감지부로부터 제공되는 상기 캐스팅 동작 데이터를 제공받아 상기 연습낚시대의 캐스팅 동작이 머신러닝 알고리즘을 이용하여, 다수의 어종 및 다수의 캐스팅 종류 각각의 특징되는 캐스팅 동작과의 비교하여, 상기 연습낚시대의 캐스팅 동작이 상기 다수의 어종 및 다수의 캐스팅 종류 중에서 어느 것에 해당하는지를 판단하는 머신러닝판단부;를 포함하는, 머신러닝기술 적용 낚시대 캐스팅 실내 연습장치 및 이에 사용되는 캐스팅 실내 연습장치가 제공된다."
등록,머신러닝 기법을 이용한 고장 부위 예측 방법 및 장치(Method and Apparatus for Predicting Fault Region Using Machine Learning Method),"G01H 1/00, G06F 17/10, G01M 7/02, G01H 17/00, G01M 99/00",N/A,N/A,1020190062405 (2019.05.28),N/A,1,"본 발명은 생산 설비의 고장 부위 예측에 관한 것으로서, 더욱 상세하게는 생산 설비 현장에서 센싱된 신호를 분류 모델을 통하여 고장 유무 및 고장 부위를 예측함으로써 현장에서 바로 판단하고 대응할 수 있도록 하는 머신러닝 기법을 이용한 고장 부위 예측 방법 및 장치에 관한 것이다."
등록,회전 커널을 이용한 머신러닝 기반 결함 분류 장치 및 방법(Apparatus and method of defect classification using rotating kernel based on machine-learning),"G01N 21/88, G06T 7/00, G06N 3/08",N/A,N/A,1020190064008 (2019.05.30),N/A,N/A,"본 발명은 결함 분류 기술에 관한 것으로서, 상세하게는 학습을 통해 결정된 커널을 회전시켜 획득한 복수의 회전 커널을 이용하여 제품의 입력 영상으로부터 제품의 결함을 검출 및 분류하는 회전 커널을 이용한 머신러닝 기반 결함 분류 장치 및 방법에 관한 것이다. 본 발명은 결함 분류 기술에 관한 것으로서, 상세하게는 학습을 통해 결정된 커널을 회전시켜 획득한 복수의 회전 커널을 이용하여 제품의 입력 영상으로부터 제품의 결함을 검출 및 분류하는 회전 커널을 이용한 머신러닝 기반 결함 분류 장치 및 방법에 관한 것이다."
등록,머신러닝기술 적용 낚시대 캐스팅 실외 연습장치 및 이에 사용되는 캐스팅 연습 플랫폼(Fishing rod casting outdoor exercise device using machine learning technology and casting practice platform using the same),"G09B 19/00, G09B 9/00, A01K 87/00, G06N 20/00, G06Q 50/20, G06Q 50/10",N/A,N/A,1020190115041 (2019.09.18),N/A,N/A,"본 발명은 낚시대에 착탈 가능하게 부착되는 본체; 상기 본체에 외부에서 식별 가능하도록 마련되는 표시부; 상기 본체에 조작에 의해 동작을 선택하도록 마련되는 조작부; 상기 낚시대의 각도 및 가속도를 감지하여 캐스팅 동작에 대한 데이터를 획득하는 캐스팅동작감지부; 캐스팅 동작으로부터 비거리 산출 및 캐스팅 동작의 평가에 필요한 데이터와 평가 결과를 저장하는 메모리부; 상기 캐스팅동작감지부로부터 감지되는 캐스팅 동작에 대한 데이터로부터 상기 메모리부에 저장된 데이터를 이용하여 비거리를 산출함과 아울러, 캐스팅 동작을 평가하는 인공지능평가부; 외부의 단말기와의 통신을 수행하도록 하는 통신부; 상기 인공지능평가부에 의해 산출된 비거리와 평가된 결과를 상기 표시부를 통해 표시되도록 제어하고, 상기 통신부를 통해 상기 단말기에 제공하도록 제어하는 제어부; 동작에 필요한 전원을 제공하는 전원부; 및 상기 캐스팅동작감지부로부터 제공되는 상기 캐스팅 동작 데이터를 제공받아 상기 낚시대의 캐스팅 동작이 머신러닝 알고리즘을 이용하여, 다수의 어종 및 다수의 캐스팅 종류 각각의 특징되는 캐스팅 동작과의 비교하여, 상기 낚시대의 캐스팅 동작이 상기 다수의 어종 및 다수의 캐스팅 종류 중에서 어느 것에 해당하는지를 판단하는 머신러닝판단부;를 포함하는, 머신러닝기술 적용 낚시대 캐스팅 실외 연습장치에 관한 것이다."
등록,머신러닝 기반 메시지 서비스 제공 시스템(Message service providing system based on machine learning),"H04L 51/00, G06Q 50/50, G06Q 50/10, G06N 20/00",N/A,N/A,1020190104686 (2019.08.26),N/A,N/A,"본 발명은 머신러닝 기반 메시지 서비스 제공 시스템에 관한 것으로서, 더욱 상세하게는, 세부 위치판단을 위한 머신러닝 기반 학습을 수행하며, 사용자로부터 위치관련 정보와 메시지 정보를 입력받아 상기 위치관련 정보를 분석하여 세부 위치정보를 판단하고, 판단한 세부 위치에 상기 메시지 정보를 매칭시켜 메시지 서비스를 제공하는 서비스 제공서버(100) 및 기설치된 어플리케이션을 이용하여 메시지 서비스를 제공받으며, 어플리케이션을 통해 원하는 위치에서 해당 위치관련 정보와 함께 메시지 정보를 입력하거나, 어플리케이션에 의해 특정 위치정보가 감지되어 특정 위치정보에 매칭되어 있는 메시지 정보를 전송받는 다수의 사용자 단말기(200)를 포함하여 구성되는 것을 특징으로 하는 머신러닝 기반 메시지 서비스 제공 시스템에 관한 것이다."
등록,머신러닝 학습 데이터 증강장치 및 증강방법(Learning-data enhancement device for machine learning model and method for learning-data enhancement),G06N 20/00,N/A,N/A,1020190027465 (2019.03.11),N/A,5,"본 발명은 원래 이미지의 레이블 정보를 그대로 유지하면서 학습 이미지의 양을 대폭 증가시킬 수 있는 머신러닝 학습 데이터 증강장치 및 증강방법에 관한 것으로, 본 발명의 실시예에 따른 머신러닝 학습 데이터 증강장치는,복수의 원시 데이터를 수집하는 원시 데이터 수집부; 수집된 복수의 원시 데이터에 포함된 적어도 하나 이상의 객체에 대해 레이블링을 수행하여 복수의 학습 데이터를 생성하는 학습 데이터 생성부; 및, 생성된 복수의 학습 데이터 중 적어도 어느 하나의 학습 데이터에 포함된 적어도 어느 하나의 객체를 나머지 학습 데이터 중 적어도 어느 하나의 학습 데이터에 삽입하여 적어도 하나 이상의 가상 학습 데이터를 생성하는 가상 학습 데이터 생성부를 포함한다."
등록,"머신러닝, 증강현실 및 가상현실을 이용한 지하시설물 탐지시스템(UNDERGROUND FACILITIES DETECTION SYSTEM USING MACHINE LEARNING, AUGMENTED REALITY AND VIRTUAL REALITY)","G06Q 50/10, G06T 19/00, G06N 20/00, G01V 3/12, G01V 3/17, G06T 17/00",N/A,N/A,1020200075449 (2020.06.22),N/A,N/A,"본 발명은 지하시설물 탐지시스템에 관한 것으로, 보다 상세하게는 지하시설물과 관련된 준공정보 및 관리정보에 대하여 지하시설물 별로 구분하여 정보DB를 구축하고, 정보나 정보DB를 저장 및 전송 가능하게 처리하는 통합운영서버, 상기 통합운영서버의 정보DB나 GPS신호를 송수신하고, 통합운영서버로부터 수신된 정보DB의 상세내용 및 영상을 생성시켜 화면출력 가능하게 구성하는 사용자단말기, 상기 사용자단말기 상에 실행 가능하게 설치되고, 통합운영서버로부터 수신된 정보DB를 토대로 현 위치기반의 지하시설물 정보를 가상현실 VR뷰 및 증강현실 AR뷰 형태로 영상을 출력하는 ICT프로그램 및 지하시설물이 준공된 현장마다 설치되어 지하시설물의 이상 유무를 감지하고, 상기 통합운영서버 및 사용자단말기에 감지신호를 실시간 전달 가능하게 구성하는 탐지센서부를 포함하는 것을 특징으로 하여, 기설 지하시설물의 탐사 및 해석을 고도화하면서 안전사고를 방지하며 선제적 관리화할 수 있는 머신러닝, 증강현실 및 가상현실을 이용한 지하시설물 탐지시스템에 관한 것이다."
등록,특징 생성 기술을 이용한 머신러닝 기반 결함 분류 장치 및 방법(Apparatus and method for defect classification using feature generation based on machine-learning),"G06N 20/00, G06N 7/00",N/A,N/A,1020190157416 (2019.11.29),N/A,N/A,"본 발명은 결함 분류 기술에 관한 것으로서, 상세하게는 데이터 확대 및 분류 기능을 일체화한 딥러닝 모델을 구성함으로써 적은 양의 데이터를 사용해도 제품 결함의 분류 성능을 향상시킬 수 있는 특징 생성 기술을 이용한 머신러닝 기반 결함 분류 장치 및 방법에 관한 것이다. 이를 위해, 본 발명에 따른 특징 생성 기술을 이용한 머신러닝 기반 결함 분류 장치는 제품 영상으로부터 특징 값을 추출하는 특징 추출부와, 상기 특징 값에 대한 확률분포에 근거해 기본 특징 값을 샘플링하고 기본 특징 값으로부터 복수의 특징 값을 샘플링하는 특징 샘플링부와, 상기 샘플링된 복수의 특징 값을 입력 받아 심층 신경망을 통해 분석하여 제품 결함 분류를 수행하는 분류부를 포함한다."
등록,차량용 스마트 휠캡을 이용한 빅데이터 및 머신러닝 기술을 활용한 타이어 마모 예측 시스템(Big data construction to use the smart wheel cap for vehicle and the precasting system of tire abrasion to use machine learning),"B60C 11/24, B60C 19/00",N/A,N/A,1020190115520 (2019.09.19),N/A,2,"본 발명은 차량용 스마트 휠캡을 이용한 빅데이터 및 머신러닝 기술을 활용한 타이어 마모 예측시스템에 관한 것으로서, 보다 상세하게는 차량의 휠에 장착된 휠캡을 통해 다양한 데이터를 실시간으로 전송받아 빅데이터를 구축하고, 구축된 빅데이터를 머신러닝 기술을 활용하여 타이어의 마모 및 수명을 예측할 수 있는 타이어 마모 예측 시스템에 관한 것으로서, 차량에 장착되는 휠캡과, 상기 휠캡과 통신하면서 상기 휠캡에서 센싱되는 데이터를 전송받는 사용자 단말과, 상기 사용자 단말과 통신하면서 상기 사용자 단말로부터 휠캡에서 센싱된 데이터를 전송받아 처리하는 서버로 이루어진 차량용 스마트 휠캡을 이용한 빅데이터 및 머신러닝 기술을 활용한 타이어 마모 예측 시스템에 있어서, 상기 휠캡은, 자가발전모듈과, 상기 자가발전모듈에서 발생된 전원을 공급받아 타이어의 정보를 감지하는 센서모듈와, 상기 자가발전모듈의 전원을 공급받아 상기 사용자 단말과 통신하는 통신모듈로 구성되고, 상기 서버는, 상기 사용자 단말에서 전송된 데이터로 빅데이터를 구축하기 위한 데이터저장모듈과, 상기 데이터저장모듈에서 저장된 데이터를 학습 및 분석하고 예측하는 머신러닝모듈로 구성되며, 상기 사용자 단말은, 상기 서버에서 계산된 정보를 받아서 디스플레이하는 애플리케이션을 포함하는 것을 특징으로 하는 차량용 스마트 휠캡을 이용한 빅데이터 및 머신러닝 기술을 활용한 타이어 마모 예측 시스템을 제공한다."
